scientificName,type,genusOrAbove,specificEpithet,parsed,parsedPartially,canonicalName,canonicalNameComplete,canonicalNameWithMarker,rankMarker,infraSpecificEpithet,cultivarEpithet,nomStatus,authorship,bracketAuthorship,strain,notho
Caladenia attenuata,SCIENTIFIC,Caladenia,attenuata,True,False,Caladenia attenuata,Caladenia attenuata,Caladenia attenuata,sp.,,,,,,,
Caladenia campbellii,SCIENTIFIC,Caladenia,campbellii,True,False,Caladenia campbellii,Caladenia campbellii,Caladenia campbellii,sp.,,,,,,,
Caladenia cremna,SCIENTIFIC,Caladenia,cremna,True,False,Caladenia cremna,Caladenia cremna,Caladenia cremna,sp.,,,,,,,
Caladenia intuta,SCIENTIFIC,Caladenia,intuta,True,False,Caladenia intuta,Caladenia intuta,Caladenia intuta,sp.,,,,,,,
Caladenia lindleyana,SCIENTIFIC,Caladenia,lindleyana,True,False,Caladenia lindleyana,Caladenia lindleyana,Caladenia lindleyana,sp.,,,,,,,
Caladenia lodgeana,SCIENTIFIC,Caladenia,lodgeana,True,False,Caladenia lodgeana,Caladenia lodgeana,Caladenia lodgeana,sp.,,,,,,,
Caladenia luteola,SCIENTIFIC,Caladenia,luteola,True,False,Caladenia luteola,Caladenia luteola,Caladenia luteola,sp.,,,,,,,
Caladenia melanema,SCIENTIFIC,Caladenia,melanema,True,False,Caladenia melanema,Caladenia melanema,Caladenia melanema,sp.,,,,,,,
Caladenia pallida,SCIENTIFIC,Caladenia,pallida,True,False,Caladenia pallida,Caladenia pallida,Caladenia pallida,sp.,,,,,,,
Caladenia procera,SCIENTIFIC,Caladenia,procera,True,False,Caladenia procera,Caladenia procera,Caladenia procera,sp.,,,,,,,
Caladenia pumila,SCIENTIFIC,Caladenia,pumila,True,False,Caladenia pumila,Caladenia pumila,Caladenia pumila,sp.,,,,,,,
Caladenia saggicola,SCIENTIFIC,Caladenia,saggicola,True,False,Caladenia saggicola,Caladenia saggicola,Caladenia saggicola,sp.,,,,,,,
Caladenia sp. Kilsyth South (G.S.Lorimer 1253),INFORMAL,Caladenia,,True,False,Caladenia spec.,Caladenia spec. Kilsyth South,Caladenia spec. Kilsyth South,sp.,,,,,,Kilsyth South,
Caladenia sylvicola,SCIENTIFIC,Caladenia,sylvicola,True,False,Caladenia sylvicola,Caladenia sylvicola,Caladenia sylvicola,sp.,,,,,,,
Caladenia tonellii,SCIENTIFIC,Caladenia,tonellii,True,False,Caladenia tonellii,Caladenia tonellii,Caladenia tonellii,sp.,,,,,,,
Calectasia cyanea,SCIENTIFIC,Calectasia,cyanea,True,False,Calectasia cyanea,Calectasia cyanea,Calectasia cyanea,sp.,,,,,,,
Callistemon megalongensis,SCIENTIFIC,Callistemon,megalongensis,True,False,Callistemon megalongensis,Callistemon megalongensis,Callistemon megalongensis,sp.,,,,,,,
Callistemon purpurascens,SCIENTIFIC,Callistemon,purpurascens,True,False,Callistemon purpurascens,Callistemon purpurascens,Callistemon purpurascens,sp.,,,,,,,
Callistemon wimmerensis,SCIENTIFIC,Callistemon,wimmerensis,True,False,Callistemon wimmerensis,Callistemon wimmerensis,Callistemon wimmerensis,sp.,,,,,,,
Callitris oblonga subsp. corangensis,SCIENTIFIC,Callitris,oblonga,True,False,Callitris oblonga corangensis,Callitris oblonga subsp. corangensis,Callitris oblonga subsp. corangensis,subsp.,corangensis,,,,,,
Calochilus cupreus,SCIENTIFIC,Calochilus,cupreus,True,False,Calochilus cupreus,Calochilus cupreus,Calochilus cupreus,sp.,,,,,,,
Calystegia affinis,SCIENTIFIC,Calystegia,affinis,True,False,Calystegia affinis,Calystegia affinis,Calystegia affinis,sp.,,,,,,,
Cassinia tegulata,SCIENTIFIC,Cassinia,tegulata,True,False,Cassinia tegulata,Cassinia tegulata,Cassinia tegulata,sp.,,,,,,,
Clausena excavata,SCIENTIFIC,Clausena,excavata,True,False,Clausena excavata,Clausena excavata,Clausena excavata,sp.,,,,,,,
Clematis dubia,SCIENTIFIC,Clematis,dubia,True,False,Clematis dubia,Clematis dubia,Clematis dubia,sp.,,,,,,,
Commersonia apella,SCIENTIFIC,Commersonia,apella,True,False,Commersonia apella,Commersonia apella,Commersonia apella,sp.,,,,,,,
Conospermum galeatum,SCIENTIFIC,Conospermum,galeatum,True,False,Conospermum galeatum,Conospermum galeatum,Conospermum galeatum,sp.,,,,,,,
Conostylis setigera subsp. dasys,SCIENTIFIC,Conostylis,setigera,True,False,Conostylis setigera dasys,Conostylis setigera subsp. dasys,Conostylis setigera subsp. dasys,subsp.,dasys,,,,,,
Corunastylis ectopa,SCIENTIFIC,Corunastylis,ectopa,True,False,Corunastylis ectopa,Corunastylis ectopa,Corunastylis ectopa,sp.,,,,,,,
Corunastylis firthii,SCIENTIFIC,Corunastylis,firthii,True,False,Corunastylis firthii,Corunastylis firthii,Corunastylis firthii,sp.,,,,,,,
Corunastylis insignis,SCIENTIFIC,Corunastylis,insignis,True,False,Corunastylis insignis,Corunastylis insignis,Corunastylis insignis,sp.,,,,,,,
Corunastylis littoralis,SCIENTIFIC,Corunastylis,littoralis,True,False,Corunastylis littoralis,Corunastylis littoralis,Corunastylis littoralis,sp.,,,,,,,
Corunastylis sp. Charmhaven (NSW 896673) = Genoplesium branwhiteorum,INFORMAL,Corunastylis,sp.Charmhaven(Nsw 896673),True,True,Corunastylis sp.Charmhaven(Nsw-896673),Corunastylis sp.Charmhaven(Nsw-896673),Corunastylis sp.Charmhaven(Nsw-896673),sp.,,,,,,,
Corybas sulcatus,SCIENTIFIC,Corybas,sulcatus,True,False,Corybas sulcatus,Corybas sulcatus,Corybas sulcatus,sp.,,,,,,,
Croton mamillatus,SCIENTIFIC,Croton,mamillatus,True,False,Croton mamillatus,Croton mamillatus,Croton mamillatus,sp.,,,,,,,
Darwinia collina,SCIENTIFIC,Darwinia,collina,True,False,Darwinia collina,Darwinia collina,Darwinia collina,sp.,,,,,,,
Darwinia foetida,SCIENTIFIC,Darwinia,foetida,True,False,Darwinia foetida,Darwinia foetida,Darwinia foetida,sp.,,,,,,,
Dasymalla axillaris,SCIENTIFIC,Dasymalla,axillaris,True,False,Dasymalla axillaris,Dasymalla axillaris,Dasymalla axillaris,sp.,,,,,,,
Daviesia glossosema,SCIENTIFIC,Daviesia,glossosema,True,False,Daviesia glossosema,Daviesia glossosema,Daviesia glossosema,sp.,,,,,,,
Daviesia ovata,SCIENTIFIC,Daviesia,ovata,True,False,Daviesia ovata,Daviesia ovata,Daviesia ovata,sp.,,,,,,,
Daviesia pseudaphylla,SCIENTIFIC,Daviesia,pseudaphylla,True,False,Daviesia pseudaphylla,Daviesia pseudaphylla,Daviesia pseudaphylla,sp.,,,,,,,
Decaspermum struckoilicum,SCIENTIFIC,Decaspermum,struckoilicum,True,False,Decaspermum struckoilicum,Decaspermum struckoilicum,Decaspermum struckoilicum,sp.,,,,,,,
Deyeuxia ramosa,SCIENTIFIC,Deyeuxia,ramosa,True,False,Deyeuxia ramosa,Deyeuxia ramosa,Deyeuxia ramosa,sp.,,,,,,,
Diuris flavescens,SCIENTIFIC,Diuris,flavescens,True,False,Diuris flavescens,Diuris flavescens,Diuris flavescens,sp.,,,,,,,
Duma horrida subsp. abdita,SCIENTIFIC,Duma,horrida,True,False,Duma horrida abdita,Duma horrida subsp. abdita,Duma horrida subsp. abdita,subsp.,abdita,,,,,,
Eidothea hardeniana,SCIENTIFIC,Eidothea,hardeniana,True,False,Eidothea hardeniana,Eidothea hardeniana,Eidothea hardeniana,sp.,,,,,,,
Elatostema montanum,SCIENTIFIC,Elatostema,montanum,True,False,Elatostema montanum,Elatostema montanum,Elatostema montanum,sp.,,,,,,,
Epacris graniticola,SCIENTIFIC,Epacris,graniticola,True,False,Epacris graniticola,Epacris graniticola,Epacris graniticola,sp.,,,,,,,
Epacris limbata,SCIENTIFIC,Epacris,limbata,True,False,Epacris limbata,Epacris limbata,Epacris limbata,sp.,,,,,,,
Epacris stuartii,SCIENTIFIC,Epacris,stuartii,True,False,Epacris stuartii,Epacris stuartii,Epacris stuartii,sp.,,,,,,,
Eremophila glabra subsp. Scaddan (C.Turley s.n. 10/11/2005),INFORMAL,Eremophila,glabra,True,False,Eremophila glabra subsp.,Eremophila glabra subsp. Scaddan,Eremophila glabra subsp. Scaddan,subsp.,,,,,,Scaddan,
Eremophila koobabbiensis,SCIENTIFIC,Eremophila,koobabbiensis,True,False,Eremophila koobabbiensis,Eremophila koobabbiensis,Eremophila koobabbiensis,sp.,,,,,,,
Eremophila rostrata,SCIENTIFIC,Eremophila,rostrata,True,False,Eremophila rostrata,Eremophila rostrata,Eremophila rostrata,sp.,,,,,,,
Eremophila sp. Narrow leaves (J.D.Start D12-150) = Eremophila subangustifolia,INFORMAL,Eremophila,leaves,True,False,Eremophila leaves sp.Narrow,Eremophila leaves sp. sp.Narrow,Eremophila leaves sp. sp.Narrow,sp.,sp.Narrow,,,,,,
Eucalyptus dalveenica,SCIENTIFIC,Eucalyptus,dalveenica,True,False,Eucalyptus dalveenica,Eucalyptus dalveenica,Eucalyptus dalveenica,sp.,,,,,,,
Eucalyptus imlayensis,SCIENTIFIC,Eucalyptus,imlayensis,True,False,Eucalyptus imlayensis,Eucalyptus imlayensis,Eucalyptus imlayensis,sp.,,,,,,,
Eucalyptus morrisbyi,SCIENTIFIC,Eucalyptus,morrisbyi,True,False,Eucalyptus morrisbyi,Eucalyptus morrisbyi,Eucalyptus morrisbyi,sp.,,,,,,,
Eucalyptus phoenix,SCIENTIFIC,Eucalyptus,phoenix,True,False,Eucalyptus phoenix,Eucalyptus phoenix,Eucalyptus phoenix,sp.,,,,,,,
Eucalyptus recurva,SCIENTIFIC,Eucalyptus,recurva,True,False,Eucalyptus recurva,Eucalyptus recurva,Eucalyptus recurva,sp.,,,,,,,
Eucalyptus sp. Cattai (Gregson s.n.,INFORMAL,Eucalyptus,sp.Cattai,True,True,Eucalyptus sp.Cattai,Eucalyptus sp.Cattai,Eucalyptus sp.Cattai,sp.,,,,,,,
28 Aug 1954) = Eucalyptus cryptica,NO_NAME,,,False,False,,,,,,,,,,,
Euphorbia norfolkiana,SCIENTIFIC,Euphorbia,norfolkiana,True,False,Euphorbia norfolkiana,Euphorbia norfolkiana,Euphorbia norfolkiana,sp.,,,,,,,
Euphrasia arguta,SCIENTIFIC,Euphrasia,arguta,True,False,Euphrasia arguta,Euphrasia arguta,Euphrasia arguta,sp.,,,,,,,
Euphrasia fragosa,SCIENTIFIC,Euphrasia,fragosa,True,False,Euphrasia fragosa,Euphrasia fragosa,Euphrasia fragosa,sp.,,,,,,,
Euphrasia gibbsiae subsp. psilantherea,SCIENTIFIC,Euphrasia,gibbsiae,True,False,Euphrasia gibbsiae psilantherea,Euphrasia gibbsiae subsp. psilantherea,Euphrasia gibbsiae subsp. psilantherea,subsp.,psilantherea,,,,,,
Fontainea oraria,SCIENTIFIC,Fontainea,oraria,True,False,Fontainea oraria,Fontainea oraria,Fontainea oraria,sp.,,,,,,,
Galium antarcticum,SCIENTIFIC,Galium,antarcticum,True,False,Galium antarcticum,Galium antarcticum,Galium antarcticum,sp.,,,,,,,
Gastrolobium argyrotrichum,SCIENTIFIC,Gastrolobium,argyrotrichum,True,False,Gastrolobium argyrotrichum,Gastrolobium argyrotrichum,Gastrolobium argyrotrichum,sp.,,,,,,,
Gastrolobium diabolophyllum,SCIENTIFIC,Gastrolobium,diabolophyllum,True,False,Gastrolobium diabolophyllum,Gastrolobium diabolophyllum,Gastrolobium diabolophyllum,sp.,,,,,,,
Gastrolobium luteifolium,SCIENTIFIC,Gastrolobium,luteifolium,True,False,Gastrolobium luteifolium,Gastrolobium luteifolium,Gastrolobium luteifolium,sp.,,,,,,,
Gastrolobium vestitum,SCIENTIFIC,Gastrolobium,vestitum,True,False,Gastrolobium vestitum,Gastrolobium vestitum,Gastrolobium vestitum,sp.,,,,,,,
Gentiana bredboensis,SCIENTIFIC,Gentiana,bredboensis,True,False,Gentiana bredboensis,Gentiana bredboensis,Gentiana bredboensis,sp.,,,,,,,
Gentiana wissmannii,SCIENTIFIC,Gentiana,wissmannii,True,False,Gentiana wissmannii,Gentiana wissmannii,Gentiana wissmannii,sp.,,,,,,,
Grevillea brachystylis subsp. grandis,SCIENTIFIC,Grevillea,brachystylis,True,False,Grevillea brachystylis grandis,Grevillea brachystylis subsp. grandis,Grevillea brachystylis subsp. grandis,subsp.,grandis,,,,,,
Grevillea bracteosa subsp. howatharra,SCIENTIFIC,Grevillea,bracteosa,True,False,Grevillea bracteosa howatharra,Grevillea bracteosa subsp. howatharra,Grevillea bracteosa subsp. howatharra,subsp.,howatharra,,,,,,
Grevillea burrowa,SCIENTIFIC,Grevillea,burrowa,True,False,Grevillea burrowa,Grevillea burrowa,Grevillea burrowa,sp.,,,,,,,
Grevillea caleyi,SCIENTIFIC,Grevillea,caleyi,True,False,Grevillea caleyi,Grevillea caleyi,Grevillea caleyi,sp.,,,,,,,
Grevillea hodgei,SCIENTIFIC,Grevillea,hodgei,True,False,Grevillea hodgei,Grevillea hodgei,Grevillea hodgei,sp.,,,,,,,
Grevillea rivularis,SCIENTIFIC,Grevillea,rivularis,True,False,Grevillea rivularis,Grevillea rivularis,Grevillea rivularis,sp.,,,,,,,
Grevillea scortechinii subsp. scortechinii,SCIENTIFIC,Grevillea,scortechinii,True,False,Grevillea scortechinii scortechinii,Grevillea scortechinii subsp. scortechinii,Grevillea scortechinii subsp. scortechinii,subsp.,scortechinii,,,,,,
Grevillea sp. Gillingarra (R.J.Cranfield 4087),INFORMAL,Grevillea,,True,False,Grevillea spec.,Grevillea spec. Gillingarra,Grevillea spec. Gillingarra,sp.,,,,,,Gillingarra,
Grevillea thelemanniana,SCIENTIFIC,Grevillea,thelemanniana,True,False,Grevillea thelemanniana,Grevillea thelemanniana,Grevillea thelemanniana,sp.,,,,,,,
Grevillea wilkinsonii,SCIENTIFIC,Grevillea,wilkinsonii,True,False,Grevillea wilkinsonii,Grevillea wilkinsonii,Grevillea wilkinsonii,sp.,,,,,,,
Guichenotia seorsiflora,SCIENTIFIC,Guichenotia,seorsiflora,True,False,Guichenotia seorsiflora,Guichenotia seorsiflora,Guichenotia seorsiflora,sp.,,,,,,,
Gyrostemon reticulatus,SCIENTIFIC,Gyrostemon,reticulatus,True,False,Gyrostemon reticulatus,Gyrostemon reticulatus,Gyrostemon reticulatus,sp.,,,,,,,
Hakea dohertyi,SCIENTIFIC,Hakea,dohertyi,True,False,Hakea dohertyi,Hakea dohertyi,Hakea dohertyi,sp.,,,,,,,
Haloragis platycarpa,SCIENTIFIC,Haloragis,platycarpa,True,False,Haloragis platycarpa,Haloragis platycarpa,Haloragis platycarpa,sp.,,,,,,,
Hemigenia ramosissima,SCIENTIFIC,Hemigenia,ramosissima,True,False,Hemigenia ramosissima,Hemigenia ramosissima,Hemigenia ramosissima,sp.,,,,,,,
Hibbertia abyssus,SCIENTIFIC,Hibbertia,abyssus,True,False,Hibbertia abyssus,Hibbertia abyssus,Hibbertia abyssus,sp.,,,,,,,
Hibbertia circinata,SCIENTIFIC,Hibbertia,circinata,True,False,Hibbertia circinata,Hibbertia circinata,Hibbertia circinata,sp.,,,,,,,
Hibbertia priceana,SCIENTIFIC,Hibbertia,priceana,True,False,Hibbertia priceana,Hibbertia priceana,Hibbertia priceana,sp.,,,,,,,
Hibbertia puberula subsp. glabrescens,SCIENTIFIC,Hibbertia,puberula,True,False,Hibbertia puberula glabrescens,Hibbertia puberula subsp. glabrescens,Hibbertia puberula subsp. glabrescens,subsp.,glabrescens,,,,,,
Hibbertia sp. Toolbrunup (J.R.Wheeler 2504) = Hibbertia barrettiae,INFORMAL,Hibbertia,sp.Toolbrunup(J.R.Wheeler 2504),True,True,Hibbertia sp.Toolbrunup(J.R.Wheeler-2504),Hibbertia sp.Toolbrunup(J.R.Wheeler-2504),Hibbertia sp.Toolbrunup(J.R.Wheeler-2504),sp.,,,,,,,
Hibbertia spanantha,SCIENTIFIC,Hibbertia,spanantha,True,False,Hibbertia spanantha,Hibbertia spanantha,Hibbertia spanantha,sp.,,,,,,,
Hibbertia tenuis,SCIENTIFIC,Hibbertia,tenuis,True,False,Hibbertia tenuis,Hibbertia tenuis,Hibbertia tenuis,sp.,,,,,,,
Hibbertia wheelerae,SCIENTIFIC,Hibbertia,wheelerae,True,False,Hibbertia wheelerae,Hibbertia wheelerae,Hibbertia wheelerae,sp.,,,,,,,
Hibiscus insularis,SCIENTIFIC,Hibiscus,insularis,True,False,Hibiscus insularis,Hibiscus insularis,Hibiscus insularis,sp.,,,,,,,
Homoranthus bebo,SCIENTIFIC,Homoranthus,bebo,True,False,Homoranthus bebo,Homoranthus bebo,Homoranthus bebo,sp.,,,,,,,
Homoranthus bruhlii,SCIENTIFIC,Homoranthus,bruhlii,True,False,Homoranthus bruhlii,Homoranthus bruhlii,Homoranthus bruhlii,sp.,,,,,,,
Homoranthus elusus,SCIENTIFIC,Homoranthus,elusus,True,False,Homoranthus elusus,Homoranthus elusus,Homoranthus elusus,sp.,,,,,,,
Hybanthus cymulosus,SCIENTIFIC,Hybanthus,cymulosus,True,False,Hybanthus cymulosus,Hybanthus cymulosus,Hybanthus cymulosus,sp.,,,,,,,
Isopogon robustus,SCIENTIFIC,Isopogon,robustus,True,False,Isopogon robustus,Isopogon robustus,Isopogon robustus,sp.,,,,,,,
Kardomia prominens,SCIENTIFIC,Kardomia,prominens,True,False,Kardomia prominens,Kardomia prominens,Kardomia prominens,sp.,,,,,,,
Kunzea similis subsp. similis,SCIENTIFIC,Kunzea,similis,True,False,Kunzea similis similis,Kunzea similis subsp. similis,Kunzea similis subsp. similis,subsp.,similis,,,,,,
Lambertia fairallii,SCIENTIFIC,Lambertia,fairallii,True,False,Lambertia fairallii,Lambertia fairallii,Lambertia fairallii,sp.,,,,,,,
Lasiopetalum sp. Mount Caroline (S.D. Hopper SDH 6381) = Lasiopetalum moullean,INFORMAL,Lasiopetalum,sp.Mount,True,True,Lasiopetalum sp.Mount,Lasiopetalum sp.Mount,Lasiopetalum sp.Mount,sp.,,,,,,,
Lasiopetalum sp. Proston (J.A.Baker 17),INFORMAL,Lasiopetalum,,True,False,Lasiopetalum spec.,Lasiopetalum spec. Proston,Lasiopetalum spec. Proston,sp.,,,,,,Proston,
Latrobea colophona = Latrobea colophon,DOUBTFUL,Latrobea,colophona,True,False,Latrobea colophona colophon,Latrobea colophona colophon,Latrobea colophona colophon,infrasp.,colophon,,,,,,
Leichhardtia araujacea,SCIENTIFIC,Leichhardtia,araujacea,True,False,Leichhardtia araujacea,Leichhardtia araujacea,Leichhardtia araujacea,sp.,,,,,,,
Leionema lamprophyllum subsp. fractum,SCIENTIFIC,Leionema,lamprophyllum,True,False,Leionema lamprophyllum fractum,Leionema lamprophyllum subsp. fractum,Leionema lamprophyllum subsp. fractum,subsp.,fractum,,,,,,
Leionema westonii,SCIENTIFIC,Leionema,westonii,True,False,Leionema westonii,Leionema westonii,Leionema westonii,sp.,,,,,,,
Lenwebbia sp. Main Range (P.R.Sharpe+ 4877),INFORMAL,Lenwebbia,sp.Main,True,True,Lenwebbia sp.Main,Lenwebbia sp.Main,Lenwebbia sp.Main,sp.,,,,,,,
Lepidorrhachis mooreana,SCIENTIFIC,Lepidorrhachis,mooreana,True,False,Lepidorrhachis mooreana,Lepidorrhachis mooreana,Lepidorrhachis mooreana,sp.,,,,,,,
Leptospermum jingera,SCIENTIFIC,Leptospermum,jingera,True,False,Leptospermum jingera,Leptospermum jingera,Leptospermum jingera,sp.,,,,,,,
Leucopogon gnaphalioides,SCIENTIFIC,Leucopogon,gnaphalioides,True,False,Leucopogon gnaphalioides,Leucopogon gnaphalioides,Leucopogon gnaphalioides,sp.,,,,,,,
Leucopogon sp. Flynn (F.Hort,INFORMAL,Leucopogon,sp.Flynn,True,True,Leucopogon sp.Flynn,Leucopogon sp.Flynn,Leucopogon sp.Flynn,sp.,,,,,,,
J.Hort & A.Lowrie 859),INFORMAL,J.,,True,True,J.,J. Hort & A.Lowrie,J.,,,,,Hort & A.Lowrie,,,
Leucopogon spectabilis,SCIENTIFIC,Leucopogon,spectabilis,True,False,Leucopogon spectabilis,Leucopogon spectabilis,Leucopogon spectabilis,sp.,,,,,,,
Lobelia claviflora,SCIENTIFIC,Lobelia,claviflora,True,False,Lobelia claviflora,Lobelia claviflora,Lobelia claviflora,sp.,,,,,,,
Lomatia tasmanica,SCIENTIFIC,Lomatia,tasmanica,True,False,Lomatia tasmanica,Lomatia tasmanica,Lomatia tasmanica,sp.,,,,,,,
Lysiosepalum abollatum,SCIENTIFIC,Lysiosepalum,abollatum,True,False,Lysiosepalum abollatum,Lysiosepalum abollatum,Lysiosepalum abollatum,sp.,,,,,,,
Melicytus latifolius,SCIENTIFIC,Melicytus,latifolius,True,False,Melicytus latifolius,Melicytus latifolius,Melicytus latifolius,sp.,,,,,,,
Meryta latifolia,SCIENTIFIC,Meryta,latifolia,True,False,Meryta latifolia,Meryta latifolia,Meryta latifolia,sp.,,,,,,,
Mitrantia bilocularis,SCIENTIFIC,Mitrantia,bilocularis,True,False,Mitrantia bilocularis,Mitrantia bilocularis,Mitrantia bilocularis,sp.,,,,,,,
Myoporum obscurum,SCIENTIFIC,Myoporum,obscurum,True,False,Myoporum obscurum,Myoporum obscurum,Myoporum obscurum,sp.,,,,,,,
Nematoceras dienemum = Corybas dienemus,DOUBTFUL,Nematoceras,dienemum,True,False,Nematoceras dienemum dienemus,Nematoceras dienemum dienemus,Nematoceras dienemum dienemus,infrasp.,dienemus,,,,,,
Nematolepis frondosa,SCIENTIFIC,Nematolepis,frondosa,True,False,Nematolepis frondosa,Nematolepis frondosa,Nematolepis frondosa,sp.,,,,,,,
Nitella parooensis,SCIENTIFIC,Nitella,parooensis,True,False,Nitella parooensis,Nitella parooensis,Nitella parooensis,sp.,,,,,,,
Notelaea ipsviciensis = Notelaea x ipsviciensis,HYBRID,,,False,False,,,,,,,,,,,
Oberonia attenuata,SCIENTIFIC,Oberonia,attenuata,True,False,Oberonia attenuata,Oberonia attenuata,Oberonia attenuata,sp.,,,,,,,
Paragoodia crenulata,SCIENTIFIC,Paragoodia,crenulata,True,False,Paragoodia crenulata,Paragoodia crenulata,Paragoodia crenulata,sp.,,,,,,,
Persoonia micranthera,SCIENTIFIC,Persoonia,micranthera,True,False,Persoonia micranthera,Persoonia micranthera,Persoonia micranthera,sp.,,,,,,,
Persoonia pauciflora,SCIENTIFIC,Persoonia,pauciflora,True,False,Persoonia pauciflora,Persoonia pauciflora,Persoonia pauciflora,sp.,,,,,,,
Phebalium daviesii,SCIENTIFIC,Phebalium,daviesii,True,False,Phebalium daviesii,Phebalium daviesii,Phebalium daviesii,sp.,,,,,,,
Phebalium speciosum,SCIENTIFIC,Phebalium,speciosum,True,False,Phebalium speciosum,Phebalium speciosum,Phebalium speciosum,sp.,,,,,,,
Philotheca falcata,SCIENTIFIC,Philotheca,falcata,True,False,Philotheca falcata,Philotheca falcata,Philotheca falcata,sp.,,,,,,,
Phlegmariurus squarrosus,SCIENTIFIC,Phlegmariurus,squarrosus,True,False,Phlegmariurus squarrosus,Phlegmariurus squarrosus,Phlegmariurus squarrosus,sp.,,,,,,,
Phreatia limenophylax = Plexaure limenophylax,DOUBTFUL,Phreatia,limenophylax,True,False,Phreatia limenophylax limenophylax,Phreatia limenophylax limenophylax,Phreatia limenophylax limenophylax,infrasp.,limenophylax,,,,,,
Pimelea bracteata,SCIENTIFIC,Pimelea,bracteata,True,False,Pimelea bracteata,Pimelea bracteata,Pimelea bracteata,sp.,,,,,,,
Pimelea cremnophila,SCIENTIFIC,Pimelea,cremnophila,True,False,Pimelea cremnophila,Pimelea cremnophila,Pimelea cremnophila,sp.,,,,,,,
Pimelea spinescens subsp. pubiflora,SCIENTIFIC,Pimelea,spinescens,True,False,Pimelea spinescens pubiflora,Pimelea spinescens subsp. pubiflora,Pimelea spinescens subsp. pubiflora,subsp.,pubiflora,,,,,,
Pimelea spinescens subsp. spinescens,SCIENTIFIC,Pimelea,spinescens,True,False,Pimelea spinescens spinescens,Pimelea spinescens subsp. spinescens,Pimelea spinescens subsp. spinescens,subsp.,spinescens,,,,,,
Plinthanthesis rodwayi,SCIENTIFIC,Plinthanthesis,rodwayi,True,False,Plinthanthesis rodwayi,Plinthanthesis rodwayi,Plinthanthesis rodwayi,sp.,,,,,,,
Pneumatopteris truncata,SCIENTIFIC,Pneumatopteris,truncata,True,False,Pneumatopteris truncata,Pneumatopteris truncata,Pneumatopteris truncata,sp.,,,,,,,
Pomaderris delicata,SCIENTIFIC,Pomaderris,delicata,True,False,Pomaderris delicata,Pomaderris delicata,Pomaderris delicata,sp.,,,,,,,
Pomaderris gilmourii var. cana,SCIENTIFIC,Pomaderris,gilmourii,True,False,Pomaderris gilmourii cana,Pomaderris gilmourii var. cana,Pomaderris gilmourii var. cana,var.,cana,,,,,,
Pomaderris reperta,SCIENTIFIC,Pomaderris,reperta,True,False,Pomaderris reperta,Pomaderris reperta,Pomaderris reperta,sp.,,,,,,,
