SPECIES_LUTO,TAXON,scientificName_x,canonicalName,Scientific Name,Endangered Status,scientificName_y,Endanger Status IUCN
Demansia_vestigiata,Reptiles,Demansia_vestigiata,Demansia vestigiata,,,,LC
Dendrelaphis_calligastra,Reptiles,Dendrelaphis_calligastra,Dendrelaphis calligastra,,,,
Denisonia_devisi,Reptiles,Denisonia_devisi,Denisonia devisi,,,,LC
Denisonia_maculata,Reptiles,Denisonia_maculata,Denisonia maculata,Denisonia maculata,Vulnerable,Denisonia maculata,DD
Diplodactylus_calcicolus,Reptiles,Diplodactylus_calcicolus,Diplodactylus calcicolus,,,,LC
Diplodactylus_furcosus,Reptiles,Diplodactylus_furcosus,Diplodactylus furcosus,,,,LC
Diplodactylus_galeatus,Reptiles,Diplodactylus_galeatus,Diplodactylus galeatus,,,,LC
Diplodactylus_tessellatus,Reptiles,Diplodactylus_tessellatus,Diplodactylus tessellatus,,,,LC
Diplodactylus_vittatus,Reptiles,Diplodactylus_vittatus,Diplodactylus vittatus,,,,LC
Diplodactylus_wiru,Reptiles,Diplodactylus_wiru,Diplodactylus wiru,,,,LC
Diporiphora_albilabris,Reptiles,Diporiphora_albilabris,Diporiphora albilabris,,,,LC
Diporiphora_arnhemica,Reptiles,Diporiphora_arnhemica,Diporiphora arnhemica,,,,LC
Diporiphora_australis,Reptiles,Diporiphora_australis,Diporiphora australis,,,,LC
Diporiphora_bennettii,Reptiles,Diporiphora_bennettii,Diporiphora bennettii,,,,LC
Diporiphora_lalliae,Reptiles,Diporiphora_lalliae,Diporiphora lalliae,,,,LC
Diporiphora_linga,Reptiles,Diporiphora_linga,Diporiphora linga,,,,LC
Diporiphora_magna,Reptiles,Diporiphora_magna,Diporiphora magna,,,,LC
Diporiphora_pindan,Reptiles,Diporiphora_pindan,Diporiphora pindan,,,,LC
Diporiphora_reginae,Reptiles,Diporiphora_reginae,Diporiphora reginae,,,,LC
Diporiphora_winneckei,Reptiles,Diporiphora_winneckei,Diporiphora winneckei,,,,LC
Drysdalia_coronoides,Reptiles,Drysdalia_coronoides,Drysdalia coronoides,,,,LC
Drysdalia_mastersii,Reptiles,Drysdalia_mastersii,Drysdalia mastersii,,,,LC
Drysdalia_rhodogaster,Reptiles,Drysdalia_rhodogaster,Drysdalia rhodogaster,,,,LC
Echiopsis_curta,Reptiles,Echiopsis_curta,Echiopsis curta,,,,LC
Egernia_cunninghami,Reptiles,Egernia_cunninghami,Egernia cunninghami,,,,LC
Egernia_depressa,Reptiles,Egernia_depressa,Egernia depressa,,,,LC
Egernia_formosa,Reptiles,Egernia_formosa,Egernia formosa,,,,LC
Egernia_hosmeri,Reptiles,Egernia_hosmeri,Egernia hosmeri,,,,LC
Egernia_kingii,Reptiles,Egernia_kingii,Egernia kingii,,,,LC
Egernia_mcpheei,Reptiles,Egernia_mcpheei,Egernia mcpheei,,,,LC
Egernia_napoleonis,Reptiles,Egernia_napoleonis,Egernia napoleonis,,,,LC
Egernia_richardi,Reptiles,Egernia_richardi,Egernia richardi,,,,LC
Egernia_saxatilis,Reptiles,Egernia_saxatilis,Egernia saxatilis,,,,LC
Egernia_stokesii,Reptiles,Egernia_stokesii,Egernia stokesii,,,,LC
Egernia_striolata,Reptiles,Egernia_striolata,Egernia striolata,,,,LC
Drysdalia_coronata,Reptiles,Drysdalia_coronata,Drysdalia coronata,,,,
Glaphyromorphus_douglasi,Reptiles,Glaphyromorphus_douglasi,Glaphyromorphus douglasi,,,,
Eremiascincus_fasciolatus,Reptiles,Eremiascincus_fasciolatus,Eremiascincus fasciolatus,,,,LC
Glaphyromorphus_isolepis,Reptiles,Glaphyromorphus_isolepis,Glaphyromorphus isolepis,,,,
Glaphyromorphus_pardalis,Reptiles,Glaphyromorphus_pardalis,Glaphyromorphus pardalis,,,,
Eremiascincus_richardsonii,Reptiles,Eremiascincus_richardsonii,Eremiascincus richardsonii,,,,LC
Eulamprus_amplus,Reptiles,Eulamprus_amplus,Eulamprus amplus,,,,
Eulamprus_brachysoma,Reptiles,Eulamprus_brachysoma,Eulamprus brachysoma,,,,
Eulamprus_heatwolei,Reptiles,Eulamprus_heatwolei,Eulamprus heatwolei,,,,LC
Eulamprus_kosciuskoi,Reptiles,Eulamprus_kosciuskoi,Eulamprus kosciuskoi,,,,LC
Eulamprus_leuraensis,Reptiles,Eulamprus_leuraensis,Eulamprus leuraensis,Eulamprus leuraensis,Endangered,Eulamprus leuraensis,EN
Eulamprus_martini,Reptiles,Eulamprus_martini,Eulamprus martini,,,,
Eulamprus_murrayi,Reptiles,Eulamprus_murrayi,Eulamprus murrayi,,,,
Eulamprus_quoyii,Reptiles,Eulamprus_quoyii,Eulamprus quoyii,,,,LC
Eulamprus_tenuis,Reptiles,Eulamprus_tenuis,Eulamprus tenuis,,,,
Eulamprus_tigrinus,Reptiles,Eulamprus_tigrinus,Eulamprus tigrinus,,,,
Eulamprus_tympanum,Reptiles,Eulamprus_tympanum,Eulamprus tympanum,,,,LC
Furina_diadema,Reptiles,Furina_diadema,Furina diadema,,,,LC
Furina_ornata,Reptiles,Furina_ornata,Furina ornata,,,,LC
Furina_tristis,Reptiles,Furina_tristis,Furina tristis,,,,LC
Gehyra_australis,Reptiles,Gehyra_australis,Gehyra australis,,,,LC
Gehyra_borroloola,Reptiles,Gehyra_borroloola,Gehyra borroloola,,,,LC
Gehyra_catenata,Reptiles,Gehyra_catenata,Gehyra catenata,,,,LC
Gehyra_koira,Reptiles,Gehyra_koira,Gehyra koira,,,,LC
Gehyra_lazelli,Reptiles,Gehyra_lazelli,Gehyra lazelli,,,,LC
Gehyra_minuta,Reptiles,Gehyra_minuta,Gehyra minuta,,,,LC
Gehyra_montium,Reptiles,Gehyra_montium,Gehyra montium,,,,LC
Gehyra_occidentalis,Reptiles,Gehyra_occidentalis,Gehyra occidentalis,,,,LC
Gehyra_pamela,Reptiles,Gehyra_pamela,Gehyra pamela,,,,LC
Gehyra_pilbara,Reptiles,Gehyra_pilbara,Gehyra pilbara,,,,LC
Gehyra_punctata,Reptiles,Gehyra_punctata,Gehyra punctata,,,,LC
Gehyra_purpurascens,Reptiles,Gehyra_purpurascens,Gehyra purpurascens,,,,LC
Gehyra_robusta,Reptiles,Gehyra_robusta,Gehyra robusta,,,,LC
Gehyra_variegata,Reptiles,Gehyra_variegata,Gehyra variegata,,,,LC
Glaphyromorphus_cracens,Reptiles,Glaphyromorphus_cracens,Glaphyromorphus cracens,,,,LC
Glaphyromorphus_crassicaudus,Reptiles,Glaphyromorphus_crassicaudus,Glaphyromorphus crassicaudus,,,,LC
Glaphyromorphus_darwiniensis,Reptiles,Glaphyromorphus_darwiniensis,Glaphyromorphus darwiniensis,,,,LC
Glaphyromorphus_fuscicaudis,Reptiles,Glaphyromorphus_fuscicaudis,Glaphyromorphus fuscicaudis,,,,LC
Glaphyromorphus_mjobergi,Reptiles,Glaphyromorphus_mjobergi,Glaphyromorphus mjobergi,,,,LC
Glaphyromorphus_nigricaudis,Reptiles,Glaphyromorphus_nigricaudis,Glaphyromorphus nigricaudis,,,,LC
Glaphyromorphus_punctulatus,Reptiles,Glaphyromorphus_punctulatus,Glaphyromorphus punctulatus,,,,LC
Gnypetoscincus_queenslandiae,Reptiles,Gnypetoscincus_queenslandiae,Gnypetoscincus queenslandiae,,,,LC
Lophognathus_longirostris,Reptiles,Lophognathus_longirostris,Lophognathus longirostris,,,,
Harrisoniascincus_zia,Reptiles,Harrisoniascincus_zia,Harrisoniascincus zia,Harrisoniascincus zia,Vulnerable,Harrisoniascincus zia,LC
Hemiaspis_damelii,Reptiles,Hemiaspis_damelii,Hemiaspis damelii,Hemiaspis damelii,Endangered,Hemiaspis damelii,EN
Hemiaspis_signata,Reptiles,Hemiaspis_signata,Hemiaspis signata,,,,LC
Hemiergis_decresiensis,Reptiles,Hemiergis_decresiensis,Hemiergis decresiensis,,,,LC
Hemiergis_gracilipes,Reptiles,Hemiergis_gracilipes,Hemiergis gracilipes,,,,LC
Hemiergis_initialis,Reptiles,Hemiergis_initialis,Hemiergis initialis,,,,LC
Hemiergis_millewae,Reptiles,Hemiergis_millewae,Hemiergis millewae,,,,LC
Hemiergis_peronii,Reptiles,Hemiergis_peronii,Hemiergis peronii,,,,LC
Hemiergis_quadrilineata,Reptiles,Hemiergis_quadrilineata,Hemiergis quadrilineata,,,,
Heteronotia_binoei,Reptiles,Heteronotia_binoei,Heteronotia binoei,,,,LC
Heteronotia_planiceps,Reptiles,Heteronotia_planiceps,Heteronotia planiceps,,,,LC
Heteronotia_spelea,Reptiles,Heteronotia_spelea,Heteronotia spelea,,,,LC
Hoplocephalus_bitorquatus,Reptiles,Hoplocephalus_bitorquatus,Hoplocephalus bitorquatus,,,,LC
Hoplocephalus_bungaroides,Reptiles,Hoplocephalus_bungaroides,Hoplocephalus bungaroides,Hoplocephalus bungaroides,Endangered,Hoplocephalus bungaroides,VU
Hoplocephalus_stephensii,Reptiles,Hoplocephalus_stephensii,Hoplocephalus stephensii,,,,NT
Hypsilurus_boydii,Reptiles,Hypsilurus_boydii,Hypsilurus boydii,,,,
Hypsilurus_spinipes,Reptiles,Hypsilurus_spinipes,Hypsilurus spinipes,,,,
Physignathus_lesueurii,Reptiles,Physignathus_lesueurii,Physignathus lesueurii,,,,
Lampropholis_adonis,Reptiles,Lampropholis_adonis,Lampropholis adonis,,,,LC
Lampropholis_amicula,Reptiles,Lampropholis_amicula,Lampropholis amicula,,,,LC
Lampropholis_caligula,Reptiles,Lampropholis_caligula,Lampropholis caligula,,,,LC
Lampropholis_coggeri,Reptiles,Lampropholis_coggeri,Lampropholis coggeri,,,,LC
Lampropholis_delicata,Reptiles,Lampropholis_delicata,Lampropholis delicata,,,,LC
Lampropholis_elongata,Reptiles,Lampropholis_elongata,Lampropholis elongata,Lampropholis elongata,Critically,Lampropholis elongata,DD
Lampropholis_robertsi,Reptiles,Lampropholis_robertsi,Lampropholis robertsi,,,,LC
Lerista_aericeps,Reptiles,Lerista_aericeps,Lerista aericeps,,,,LC
Lerista_allochira,Reptiles,Lerista_allochira,Lerista allochira,,,,LC
Lerista_baynesi,Reptiles,Lerista_baynesi,Lerista baynesi,,,,LC
Lerista_bipes,Reptiles,Lerista_bipes,Lerista bipes,,,,LC
Lerista_borealis,Reptiles,Lerista_borealis,Lerista borealis,,,,LC
Lerista_christinae,Reptiles,Lerista_christinae,Lerista christinae,,,,VU
Lerista_clara,Reptiles,Lerista_clara,Lerista clara,,,,LC
Lerista_connivens,Reptiles,Lerista_connivens,Lerista connivens,,,,LC
Lerista_desertorum,Reptiles,Lerista_desertorum,Lerista desertorum,,,,LC
Lerista_dorsalis,Reptiles,Lerista_dorsalis,Lerista dorsalis,,,,LC
Lerista_elongata,Reptiles,Lerista_elongata,Lerista elongata,,,,LC
Lerista_flammicauda,Reptiles,Lerista_flammicauda,Lerista flammicauda,,,,LC
Lerista_fragilis,Reptiles,Lerista_fragilis,Lerista fragilis,,,,LC
Lerista_frosti,Reptiles,Lerista_frosti,Lerista frosti,,,,LC
Lerista_gascoynensis,Reptiles,Lerista_gascoynensis,Lerista gascoynensis,,,,LC
Lerista_gerrardii,Reptiles,Lerista_gerrardii,Lerista gerrardii,,,,LC
Lerista_greeri,Reptiles,Lerista_greeri,Lerista greeri,,,,LC
Lerista_griffini,Reptiles,Lerista_griffini,Lerista griffini,,,,LC
Lerista_humphriesi,Reptiles,Lerista_humphriesi,Lerista humphriesi,,,,LC
Lerista_ips,Reptiles,Lerista_ips,Lerista ips,,,,LC
Lerista_jacksoni,Reptiles,Lerista_jacksoni,Lerista jacksoni,,,,LC
Lerista_kalumburu,Reptiles,Lerista_kalumburu,Lerista kalumburu,,,,LC
Lerista_karlschmidti,Reptiles,Lerista_karlschmidti,Lerista karlschmidti,,,,LC
Lerista_kendricki,Reptiles,Lerista_kendricki,Lerista kendricki,,,,LC
Lerista_kennedyensis,Reptiles,Lerista_kennedyensis,Lerista kennedyensis,,,,LC
Lerista_kingi,Reptiles,Lerista_kingi,Lerista kingi,,,,LC
Lerista_labialis,Reptiles,Lerista_labialis,Lerista labialis,,,,LC
Lerista_lineata,Reptiles,Lerista_lineata,Lerista lineata,,,,EN
Lerista_lineopunctulata,Reptiles,Lerista_lineopunctulata,Lerista lineopunctulata,,,,LC
Lerista_micra,Reptiles,Lerista_micra,Lerista micra,,,,LC
Lerista_microtis,Reptiles,Lerista_microtis,Lerista microtis,,,,LC
Lerista_muelleri,Reptiles,Lerista_muelleri,Lerista muelleri,,,,LC
Lerista_neander,Reptiles,Lerista_neander,Lerista neander,,,,LC
Lerista_nichollsi,Reptiles,Lerista_nichollsi,Lerista nichollsi,,,,LC
Lerista_onsloviana,Reptiles,Lerista_onsloviana,Lerista onsloviana,,,,LC
Lerista_orientalis,Reptiles,Lerista_orientalis,Lerista orientalis,,,,LC
Lerista_petersoni,Reptiles,Lerista_petersoni,Lerista petersoni,,,,LC
Lerista_picturata,Reptiles,Lerista_picturata,Lerista picturata,,,,LC
Lerista_planiventralis,Reptiles,Lerista_planiventralis,Lerista planiventralis,,,,LC
Lerista_praepedita,Reptiles,Lerista_praepedita,Lerista praepedita,,,,LC
Lerista_punctatovittata,Reptiles,Lerista_punctatovittata,Lerista punctatovittata,,,,LC
Lerista_rolfei,Reptiles,Lerista_rolfei,Lerista rolfei,,,,LC
Lerista_stylis,Reptiles,Lerista_stylis,Lerista stylis,,,,LC
Lerista_terdigitata,Reptiles,Lerista_terdigitata,Lerista terdigitata,,,,LC
Lerista_timida,Reptiles,Lerista_timida,Lerista timida,,,,LC
Lerista_tridactyla,Reptiles,Lerista_tridactyla,Lerista tridactyla,,,,LC
Lerista_uniduo,Reptiles,Lerista_uniduo,Lerista uniduo,,,,LC
Lerista_varia,Reptiles,Lerista_varia,Lerista varia,,,,LC
Lerista_verhmens,Reptiles,Lerista_verhmens,Lerista verhmens,,,,LC
Lerista_vermicularis,Reptiles,Lerista_vermicularis,Lerista vermicularis,,,,LC
Lerista_walkeri,Reptiles,Lerista_walkeri,Lerista walkeri,,,,LC
Lerista_zietzi,Reptiles,Lerista_zietzi,Lerista zietzi,,,,
Lerista_zonulata,Reptiles,Lerista_zonulata,Lerista zonulata,,,,LC
Lialis_burtonis,Reptiles,Lialis_burtonis,Lialis burtonis,,,,LC
Liasis_mackloti,Reptiles,Liasis_mackloti,Liasis mackloti,,,,LC
Liasis_olivaceus,Reptiles,Liasis_olivaceus,Liasis olivaceus,,,,LC
Carlia_mundivensis,Reptiles,Carlia_mundivensis,Carlia mundivensis,,,,
Liopholis_guthega,Reptiles,Liopholis_guthega,Liopholis guthega,Liopholis guthega,Endangered,Liopholis guthega,EN
Liopholis_inornata,Reptiles,Liopholis_inornata,Liopholis inornata,,,,LC
Liopholis_kintorei,Reptiles,Liopholis_kintorei,Liopholis kintorei,Liopholis kintorei,Vulnerable,Liopholis kintorei,VU
Liopholis_margaretae,Reptiles,Liopholis_margaretae,Liopholis margaretae,,,,LC
Liopholis_modesta,Reptiles,Liopholis_modesta,Liopholis modesta,,,,LC
Liopholis_montana,Reptiles,Liopholis_montana,Liopholis montana,Liopholis montana,Endangered,Liopholis montana,NT
Liopholis_multiscutata,Reptiles,Liopholis_multiscutata,Liopholis multiscutata,,,,LC
Liopholis_slateri,Reptiles,Liopholis_slateri,Liopholis slateri,,,,VU
Liopholis_striata,Reptiles,Liopholis_striata,Liopholis striata,,,,LC
Liopholis_whitii,Reptiles,Liopholis_whitii,Liopholis whitii,,,,LC
Lissolepis_coventryi,Reptiles,Lissolepis_coventryi,Lissolepis coventryi,Lissolepis coventryi,Endangered,Lissolepis coventryi,EN
Lophognathus_gilberti,Reptiles,Lophognathus_gilberti,Lophognathus gilberti,,,,LC
Lucasium_bungabinna,Reptiles,Lucasium_bungabinna,Lucasium bungabinna,,,,LC
Lucasium_byrnei,Reptiles,Lucasium_byrnei,Lucasium byrnei,,,,LC
Lucasium_damaeum,Reptiles,Lucasium_damaeum,Lucasium damaeum,,,,LC
Lucasium_immaculatum,Reptiles,Lucasium_immaculatum,Lucasium immaculatum,,,,LC
Lucasium_maini,Reptiles,Lucasium_maini,Lucasium maini,,,,LC
Lucasium_occultum,Reptiles,Lucasium_occultum,Lucasium occultum,Lucasium occultum,Endangered,Lucasium occultum,EN
Lucasium_squarrosum,Reptiles,Lucasium_squarrosum,Lucasium squarrosum,,,,LC
Lucasium_steindachneri,Reptiles,Lucasium_steindachneri,Lucasium steindachneri,,,,LC
Lucasium_stenodactylum,Reptiles,Lucasium_stenodactylum,Lucasium stenodactylum,,,,LC
Lygisaurus_aeratus,Reptiles,Lygisaurus_aeratus,Lygisaurus aeratus,,,,LC
Lygisaurus_foliorum,Reptiles,Lygisaurus_foliorum,Lygisaurus foliorum,,,,LC
Lygisaurus_laevis,Reptiles,Lygisaurus_laevis,Lygisaurus laevis,,,,LC
Lygisaurus_macfarlani,Reptiles,Lygisaurus_macfarlani,Lygisaurus macfarlani,,,,LC
Menetia_alanae,Reptiles,Menetia_alanae,Menetia alanae,,,,LC
Menetia_concinna,Reptiles,Menetia_concinna,Menetia concinna,,,,LC
Menetia_greyii,Reptiles,Menetia_greyii,Menetia greyii,,,,LC
Menetia_maini,Reptiles,Menetia_maini,Menetia maini,,,,LC
Moloch_horridus,Reptiles,Moloch_horridus,Moloch horridus,,,,LC
Morelia_spilota,Reptiles,Morelia_spilota,Morelia spilota,,,,LC
Morethia_adelaidensis,Reptiles,Morethia_adelaidensis,Morethia adelaidensis,,,,LC
Morethia_boulengeri,Reptiles,Morethia_boulengeri,Morethia boulengeri,,,,LC
Morethia_butleri,Reptiles,Morethia_butleri,Morethia butleri,,,,LC
Morethia_lineoocellata,Reptiles,Morethia_lineoocellata,Morethia lineoocellata,,,,LC
Morethia_obscura,Reptiles,Morethia_obscura,Morethia obscura,,,,LC
Morethia_ruficauda,Reptiles,Morethia_ruficauda,Morethia ruficauda,,,,LC
Morethia_storri,Reptiles,Morethia_storri,Morethia storri,,,,LC
Morethia_taeniopleura,Reptiles,Morethia_taeniopleura,Morethia taeniopleura,,,,LC
Nactus_cheverti,Reptiles,Nactus_cheverti,Nactus cheverti,,,,LC
Oedura_robusta,Reptiles,Oedura_robusta,Oedura robusta,,,,
Neelaps_bimaculatus,Reptiles,Neelaps_bimaculatus,Neelaps bimaculatus,,,,
Neelaps_calonotus,Reptiles,Neelaps_calonotus,Neelaps calonotus,,,,NT
Nephrurus_amyae,Reptiles,Nephrurus_amyae,Nephrurus amyae,,,,LC
Nephrurus_asper,Reptiles,Nephrurus_asper,Nephrurus asper,,,,LC
Nephrurus_deleani,Reptiles,Nephrurus_deleani,Nephrurus deleani,,,,LC
Nephrurus_levis,Reptiles,Nephrurus_levis,Nephrurus levis,,,,LC
Nephrurus_sheai,Reptiles,Nephrurus_sheai,Nephrurus sheai,,,,LC
Nephrurus_stellatus,Reptiles,Nephrurus_stellatus,Nephrurus stellatus,,,,LC
Nephrurus_vertebralis,Reptiles,Nephrurus_vertebralis,Nephrurus vertebralis,,,,LC
Nephrurus_wheeleri,Reptiles,Nephrurus_wheeleri,Nephrurus wheeleri,,,,LC
Niveoscincus_coventryi,Reptiles,Niveoscincus_coventryi,Niveoscincus coventryi,,,,
Niveoscincus_greeni,Reptiles,Niveoscincus_greeni,Niveoscincus greeni,,,,
Niveoscincus_metallicus,Reptiles,Niveoscincus_metallicus,Niveoscincus metallicus,,,,
Niveoscincus_microlepidotus,Reptiles,Niveoscincus_microlepidotus,Niveoscincus microlepidotus,,,,
Niveoscincus_ocellatus,Reptiles,Niveoscincus_ocellatus,Niveoscincus ocellatus,,,,
Niveoscincus_pretiosus,Reptiles,Niveoscincus_pretiosus,Niveoscincus pretiosus,,,,
Notechis_scutatus,Reptiles,Notechis_scutatus,Notechis scutatus,,,,LC
Notoscincus_ornatus,Reptiles,Notoscincus_ornatus,Notoscincus ornatus,,,,LC
Oedura_castelnaui,Reptiles,Oedura_castelnaui,Oedura castelnaui,,,,LC
Oedura_coggeri,Reptiles,Oedura_coggeri,Oedura coggeri,,,,LC
Oedura_gemmata,Reptiles,Oedura_gemmata,Oedura gemmata,,,,LC
Oedura_gracilis,Reptiles,Oedura_gracilis,Oedura gracilis,,,,LC
Oedura_marmorata,Reptiles,Oedura_marmorata,Oedura marmorata,,,,LC
Oedura_monilis,Reptiles,Oedura_monilis,Oedura monilis,,,,LC
Ophidiocephalus_taeniatus,Reptiles,Ophidiocephalus_taeniatus,Ophidiocephalus taeniatus,Ophidiocephalus taeniatus,Vulnerable,Ophidiocephalus taeniatus,LC
Ophioscincus_truncatus,Reptiles,Ophioscincus_truncatus,Ophioscincus truncatus,,,,LC
Oxyuranus_microlepidotus,Reptiles,Oxyuranus_microlepidotus,Oxyuranus microlepidotus,,,,LC
Oxyuranus_scutellatus,Reptiles,Oxyuranus_scutellatus,Oxyuranus scutellatus,,,,LC
Parasuta_dwyeri,Reptiles,Parasuta_dwyeri,Parasuta dwyeri,,,,LC
Suta_flagellum,Reptiles,Suta_flagellum,Suta flagellum,,,,
Suta_gouldii,Reptiles,Suta_gouldii,Suta gouldii,,,,
Parasuta_monachus,Reptiles,Parasuta_monachus,Parasuta monachus,,,,LC
Parasuta_nigriceps,Reptiles,Parasuta_nigriceps,Parasuta nigriceps,,,,LC
Parasuta_spectabilis,Reptiles,Parasuta_spectabilis,Parasuta spectabilis,,,,LC
Phyllurus_nepthys,Reptiles,Phyllurus_nepthys,Phyllurus nepthys,,,,LC
Phyllurus_ossa,Reptiles,Phyllurus_ossa,Phyllurus ossa,,,,LC
Phyllurus_platurus,Reptiles,Phyllurus_platurus,Phyllurus platurus,,,,LC
Pogona_barbata,Reptiles,Pogona_barbata,Pogona barbata,,,,LC
Pogona_henrylawsoni,Reptiles,Pogona_henrylawsoni,Pogona henrylawsoni,,,,LC
Pogona_minor,Reptiles,Pogona_minor,Pogona minor,,,,LC
Pogona_nullarbor,Reptiles,Pogona_nullarbor,Pogona nullarbor,,,,LC
Pogona_vitticeps,Reptiles,Pogona_vitticeps,Pogona vitticeps,,,,LC
Proablepharus_kinghorni,Reptiles,Proablepharus_kinghorni,Proablepharus kinghorni,,,,LC
Proablepharus_reginae,Reptiles,Proablepharus_reginae,Proablepharus reginae,,,,LC
Proablepharus_tenuis,Reptiles,Proablepharus_tenuis,Proablepharus tenuis,,,,LC
Pseudechis_australis,Reptiles,Pseudechis_australis,Pseudechis australis,,,,LC
Pseudechis_guttatus,Reptiles,Pseudechis_guttatus,Pseudechis guttatus,,,,LC
Pseudemoia_baudini,Reptiles,Pseudemoia_baudini,Pseudemoia baudini,,,,LC
Pseudemoia_cryodroma,Reptiles,Pseudemoia_cryodroma,Pseudemoia cryodroma,Pseudemoia cryodroma,Endangered,Pseudemoia cryodroma,EN
Pseudemoia_entrecasteauxii,Reptiles,Pseudemoia_entrecasteauxii,Pseudemoia entrecasteauxii,,,,LC
Pseudemoia_rawlinsoni,Reptiles,Pseudemoia_rawlinsoni,Pseudemoia rawlinsoni,,,,DD
Pseudemoia_spenceri,Reptiles,Pseudemoia_spenceri,Pseudemoia spenceri,,,,LC
Pseudonaja_affinis,Reptiles,Pseudonaja_affinis,Pseudonaja affinis,,,,LC
Pseudonaja_guttata,Reptiles,Pseudonaja_guttata,Pseudonaja guttata,,,,LC
Pseudonaja_inframacula,Reptiles,Pseudonaja_inframacula,Pseudonaja inframacula,,,,LC
Pseudonaja_ingrami,Reptiles,Pseudonaja_ingrami,Pseudonaja ingrami,,,,LC
Pseudonaja_textilis,Reptiles,Pseudonaja_textilis,Pseudonaja textilis,,,,LC
Pseudothecadactylus_australis,Reptiles,Pseudothecadactylus_australis,Pseudothecadactylus australis,,,,LC
Pseudothecadactylus_lindneri,Reptiles,Pseudothecadactylus_lindneri,Pseudothecadactylus lindneri,,,,LC
Pygopus_nigriceps,Reptiles,Pygopus_nigriceps,Pygopus nigriceps,,,,LC
Pygopus_schraderi,Reptiles,Pygopus_schraderi,Pygopus schraderi,,,,LC
Pygopus_steelescotti,Reptiles,Pygopus_steelescotti,Pygopus steelescotti,,,,LC
Rankinia_diemensis,Reptiles,Rankinia_diemensis,Rankinia diemensis,,,,LC
Rhynchoedura_ornata,Reptiles,Rhynchoedura_ornata,Rhynchoedura ornata,,,,LC
Saiphos_equalis,Reptiles,Saiphos_equalis,Saiphos equalis,,,,LC
Saltuarius_cornutus,Reptiles,Saltuarius_cornutus,Saltuarius cornutus,,,,LC
Saltuarius_swaini,Reptiles,Saltuarius_swaini,Saltuarius swaini,,,,LC
Saproscincus_basiliscus,Reptiles,Saproscincus_basiliscus,Saproscincus basiliscus,,,,LC
Saproscincus_czechurai,Reptiles,Saproscincus_czechurai,Saproscincus czechurai,,,,LC
Saproscincus_lewisi,Reptiles,Saproscincus_lewisi,Saproscincus lewisi,,,,LC
Saproscincus_mustelinus,Reptiles,Saproscincus_mustelinus,Saproscincus mustelinus,,,,LC
Saproscincus_rosei,Reptiles,Saproscincus_rosei,Saproscincus rosei,,,,LC
Saproscincus_spectabilis,Reptiles,Saproscincus_spectabilis,Saproscincus spectabilis,,,,LC
Morelia_kinghorni,Reptiles,Morelia_kinghorni,Morelia kinghorni,,,,
Simoselaps_anomalus,Reptiles,Simoselaps_anomalus,Simoselaps anomalus,,,,LC
Simoselaps_bertholdi,Reptiles,Simoselaps_bertholdi,Simoselaps bertholdi,,,,LC
Stegonotus_cucullatus,Reptiles,Stegonotus_cucullatus,Stegonotus cucullatus,,,,LC
Strophurus_assimilis,Reptiles,Strophurus_assimilis,Strophurus assimilis,,,,LC
Strophurus_ciliaris,Reptiles,Strophurus_ciliaris,Strophurus ciliaris,,,,LC
Strophurus_elderi,Reptiles,Strophurus_elderi,Strophurus elderi,,,,LC
Strophurus_intermedius,Reptiles,Strophurus_intermedius,Strophurus intermedius,,,,LC
Strophurus_jeanae,Reptiles,Strophurus_jeanae,Strophurus jeanae,,,,LC
Strophurus_krisalys,Reptiles,Strophurus_krisalys,Strophurus krisalys,,,,LC
Strophurus_spinigerus,Reptiles,Strophurus_spinigerus,Strophurus spinigerus,,,,LC
Strophurus_taeniatus,Reptiles,Strophurus_taeniatus,Strophurus taeniatus,,,,LC
Strophurus_williamsi,Reptiles,Strophurus_williamsi,Strophurus williamsi,,,,LC
Suta_punctata,Reptiles,Suta_punctata,Suta punctata,,,,LC
Suta_suta,Reptiles,Suta_suta,Suta suta,,,,LC
Tiliqua_adelaidensis,Reptiles,Tiliqua_adelaidensis,Tiliqua adelaidensis,Tiliqua adelaidensis,Endangered,Tiliqua adelaidensis,EN
Tiliqua_multifasciata,Reptiles,Tiliqua_multifasciata,Tiliqua multifasciata,,,,LC
Tiliqua_occipitalis,Reptiles,Tiliqua_occipitalis,Tiliqua occipitalis,,,,LC
Tiliqua_scincoides,Reptiles,Tiliqua_scincoides,Tiliqua scincoides,,,,LC
Lophognathus_temporalis,Reptiles,Lophognathus_temporalis,Lophognathus temporalis,,,,
Tropidechis_carinatus,Reptiles,Tropidechis_carinatus,Tropidechis carinatus,,,,LC
Tropidonophis_mairii,Reptiles,Tropidonophis_mairii,Tropidonophis mairii,,,,LC
Tympanocryptis_centralis,Reptiles,Tympanocryptis_centralis,Tympanocryptis centralis,,,,LC
Tympanocryptis_cephalus,Reptiles,Tympanocryptis_cephalus,Tympanocryptis cephalus,,,,DD
