Scientific Name,Common Name,Endangered Status,Group
Polianthion minutiflorum,,Vulnerable,Plants
Polyscias bellendenkerensis,,Vulnerable,Plants
Pomaderris brunnea,"Rufous Pomaderris, Brown Pomaderris",Vulnerable,Plants
Pomaderris clivicola,,Vulnerable,Plants
Pomaderris halmaturina subsp. halmaturina,Kangaroo Island Pomaderris,Vulnerable,Plants
Pomaderris pallida,Pale Pomaderris,Vulnerable,Plants
Pomaderris parrisiae,Parris' Pomaderris,Vulnerable,Plants
Pomaderris pilifera subsp. talpicutica,Moleskin Dogwood,Vulnerable,Plants
Pomaderris sericea,Bent Pomaderris,Vulnerable,Plants
Pomaderris subplicata,Concave Pomaderris,Vulnerable,Plants
Poranthera petalifera,Mountain Poranthera,Vulnerable,Plants
Prasophyllum colemaniae = Prasophyllum colemaniarum,Lilac Leek-orchid,Vulnerable,Plants
Prasophyllum fuscum,"Tawny Leek-orchid, Slaty Leek-orchid",Vulnerable,Plants
Prasophyllum morganii,"Mignonette Leek-orchid, Cobungra Leek-orchid, Dense Leek-orchid",Vulnerable,Plants
Prasophyllum pallidum,Pale Leek-orchid,Vulnerable,Plants
Prasophyllum spicatum,Dense Leek-orchid,Vulnerable,Plants
Prasophyllum validum,"Sturdy Leek-orchid, Mount Remarkable Leek-orchid",Vulnerable,Plants
Prasophyllum wallum,Wallum Leek-orchid,Vulnerable,Plants
Prostanthera calycina,"West Coast Mintbush, Limestone Mintbush, Red Mintbush",Vulnerable,Plants
Prostanthera cineolifera,,Vulnerable,Plants
Prostanthera cryptandroides subsp. cryptandroides,Wollemi Mint-bush,Vulnerable,Plants
Prostanthera densa,Villous Mintbush,Vulnerable,Plants
Prostanthera discolor,,Vulnerable,Plants
Prostanthera galbraithiae,Wellington Mintbush,Vulnerable,Plants
Prostanthera nudula,Mount Illbilie Mintbush,Vulnerable,Plants
Prostanthera schultzii,,Vulnerable,Plants
Prostanthera sp. Dunmore (D.M.Gordon 8A),,Vulnerable,Plants
Prostanthera spathulata,,Vulnerable,Plants
Prostanthera stricta,Mount Vincent Mintbush,Vulnerable,Plants
Pseudocephalozia paludicola,Alpine Leafy Liverwort,Vulnerable,Plants
Pterostylis arenicola,Sandhill Greenhood Orchid,Vulnerable,Plants
Pterostylis bicornis,,Vulnerable,Plants
Pterostylis cheraphila,Floodplain Rustyhood,Vulnerable,Plants
Pterostylis chlorogramma,Green-striped Greenhood,Vulnerable,Plants
Pterostylis cucullata,Leafy Greenhood,Vulnerable,Plants
Pterostylis mirabilis,Nodding Rufoushood,Vulnerable,Plants
Pterostylis pratensis,Liawenee Greenhood,Vulnerable,Plants
Pterostylis pulchella,Pretty Greenhood,Vulnerable,Plants
Pterostylis tenuissima,"Swamp Greenhood, Dainty Swamp Orchid",Vulnerable,Plants
Pterostylis xerophila,Desert Greenhood,Vulnerable,Plants
Pterostylis ziegeleri,"Grassland Greenhood, Cape Portland Greenhood",Vulnerable,Plants
Ptilotus beckerianus,Ironstone Mulla Mulla,Vulnerable,Plants
Ptychosema pusillum,Dwarf Pea,Vulnerable,Plants
Pultenaea aristata,,Vulnerable,Plants
Pultenaea glabra,"Smooth Bush-pea, Swamp Bush-pea",Vulnerable,Plants
Pultenaea parrisiae,,Vulnerable,Plants
Pultenaea parviflora,,Vulnerable,Plants
Pultenaea pauciflora,Narrogin Pea,Vulnerable,Plants
Pultenaea setulosa,,Vulnerable,Plants
Pultenaea villifera var. glabrescens,"Yellow Bush-pea, Splendid Bush-pea",Vulnerable,Plants
Pultenaea williamsoniana,Williamsons Bush-pea,Vulnerable,Plants
Ranunculus anemoneus,Anemone Buttercup,Vulnerable,Plants
Rhagodia acicularis,Wongan Rhagodia,Vulnerable,Plants
Rhaphidospora bonneyana,,Vulnerable,Plants
Rhaponticum australe,"Austral Cornflower, Native Thistle",Vulnerable,Plants
Rhinerrhizopsis matutina,,Vulnerable,Plants
Ricinocarpos gloria-medii,Glory of the Centre,Vulnerable,Plants
Ristantia gouldii,,Vulnerable,Plants
Romnalda strobilacea,,Vulnerable,Plants
Rutidosis heterogama,Heath Wrinklewort,Vulnerable,Plants
Rutidosis leiolepis,Monaro Golden Daisy,Vulnerable,Plants
Rytidosperma pumilum,Feldmark Grass,Vulnerable,Plants
Samadera bidwillii,Quassia,Vulnerable,Plants
Sannantha crenulata,Fern-leaf Baeckea,Vulnerable,Plants
Sannantha tozerensis,a shrub,Vulnerable,Plants
Sarcochilus fitzgeraldii,Ravine Orchid,Vulnerable,Plants
Sarcochilus hartmannii,"Waxy Sarcochilus, Blue Knob Orchid",Vulnerable,Plants
Sarcochilus hirticalcar,,Vulnerable,Plants
Sarcochilus weinthalii,"Blotched Sarcochilus, Weinthals Sarcanth",Vulnerable,Plants
Sclerolaena blakei,,Vulnerable,Plants
Sclerolaena walkeri,,Vulnerable,Plants
Selaginella andrewsii,Tallebudgera spikemoss,Vulnerable,Plants
Senecio australis,a daisy,Vulnerable,Plants
Senecio hooglandii,a daisy,Vulnerable,Plants
Senecio macrocarpus,"Large-fruit Fireweed, Large-fruit Groundsel",Vulnerable,Plants
Senecio megaglossus,Superb Groundsel,Vulnerable,Plants
Senecio psilocarpus,"Swamp Fireweed, Smooth-fruited Groundsel",Vulnerable,Plants
Solanum dunalianum,,Vulnerable,Plants
Solanum karsense,Menindee Nightshade,Vulnerable,Plants
Sophora fraseri,,Vulnerable,Plants
Spyridium coactilifolium,Butterfly Spyridium,Vulnerable,Plants
Spyridium eriocephalum var. glabrisepalum = Spyridium glabrisepalum,MacGillivray Spyridium,Vulnerable,Plants
Spyridium obcordatum,Creeping Dusty Miller,Vulnerable,Plants
Stachystemon nematophorus,Three-flowered Stachystemon,Vulnerable,Plants
Stackhousia annua,"Annual Stackhousia, Annual Candles",Vulnerable,Plants
Stenanthemum pimeleoides,"Spreading Stenanthemum, Propellor Plant",Vulnerable,Plants
Stylidium galioides,Yellow Mountain Triggerplant,Vulnerable,Plants
Swainsona murrayana,"Slender Darling-pea, Slender Swainson, Murray Swainson-pea",Vulnerable,Plants
Swainsona plagiotropis,"Red Darling-pea, Red Swainson-pea",Vulnerable,Plants
Swainsona pyrophila,Yellow Swainson-pea,Vulnerable,Plants
Symplocos baeuerlenii,"Small-leaved Hazelwood, Shrubby Hazelwood",Vulnerable,Plants
Syzygium hodgkinsoniae,"Smooth-bark Rose Apple, Red Lilly Pilly",Vulnerable,Plants
Syzygium moorei,"Rose Apple, Coolamon, Robby, Durobby, Watermelon Tree, Coolamon Rose Apple",Vulnerable,Plants
Syzygium paniculatum,"Magenta Lilly Pilly, Magenta Cherry, Daguba, Scrub Cherry, Creek Lilly Pilly, Brush Cherry",Vulnerable,Plants
Syzygium velarum,,Vulnerable,Plants
Taeniophyllum norfolkianum,"Minute Orchid, Ribbon-root Orchid",Vulnerable,Plants
Taraxacum cygnorum,"Coast Dandelion, Native Dandelion",Vulnerable,Plants
Tasmannia glaucifolia,Fragrant Pepperbush,Vulnerable,Plants
Tecticornia bulbosa,Large-articled Samphire,Vulnerable,Plants
Tecticornia flabelliformis,"Bead Glasswort, Bead Samphire",Vulnerable,Plants
Tephrosia leveillei,,Vulnerable,Plants
Tetraria australiensis = Morelotia australiensis,Southern Tetraria,Vulnerable,Plants
Tetratheca aphylla,Bungalbin Tetratheca,Vulnerable,Plants
Tetratheca harperi,Jackson Tetratheca,Vulnerable,Plants
Tetratheca juncea,Black-eyed Susan,Vulnerable,Plants
Thelymitra mackibbinii,Brilliant Sun-orchid,Vulnerable,Plants
Thelymitra matthewsii,Spiral Sun-orchid,Vulnerable,Plants
Thelymitra psammophila,Sandplain Sun-orchid,Vulnerable,Plants
Thesium australe,"Austral Toadflax, Toadflax",Vulnerable,Plants
Thomasia glabripetala,Sandplain Thomasia,Vulnerable,Plants
Thomasia montana,Hill Thomasia,Vulnerable,Plants
Thryptomene wittweri,Mountain Thryptomene,Vulnerable,Plants
Tmesipteris norfolkensis,Hanging Fork-fern,Vulnerable,Plants
Tomophyllum walleri,,Vulnerable,Plants
Tribonanthes purpurea,Granite Pink,Vulnerable,Plants
Trichanthodium baracchianum,Dwarf Yellow-heads,Vulnerable,Plants
Triplarina nitchaga,,Vulnerable,Plants
Tropilis callitrophilis = Dendrobium callitrophilum,Thin Feather Orchid,Vulnerable,Plants
Ungeria floribunda,Bastard Oak,Vulnerable,Plants
Vanda hindsii,Cape York Vanda,Vulnerable,Plants
Vappodes phalaenopsis,Cooktown Orchid,Vulnerable,Plants
Velleia perfoliata,,Vulnerable,Plants
Veronica ciliolata,Ciliolate Hebe,Vulnerable,Plants
Verticordia carinata,Stirling Range Featherflower,Vulnerable,Plants
Verticordia crebra,,Vulnerable,Plants
Verticordia fimbrilepis subsp. australis,Southern Shy Featherflower,Vulnerable,Plants
Verticordia helichrysantha,Coast Featherflower,Vulnerable,Plants
Westringia cremnophila,Snowy River Westringia,Vulnerable,Plants
Westringia davidii,,Vulnerable,Plants
Westringia parvifolia,,Vulnerable,Plants
Westringia rupicola,,Vulnerable,Plants
Xanthorrhoea arenaria,Sand Grasstree,Vulnerable,Plants
Xanthostemon oppositifolius,"Penda, Southern Penda, Luya's Hardwood",Vulnerable,Plants
Xerochrysum palustre,"Swamp Everlasting, Swamp Paper Daisy",Vulnerable,Plants
Xerothamnella parvifolia,,Vulnerable,Plants
Xyris exilis,Stirling Range Xyris,Vulnerable,Plants
Zeuxine polygonoides,Velvet Jewel Orchid,Vulnerable,Plants
Zieria citriodora,Lemon-scented Zieria,Vulnerable,Plants
Zieria collina,,Vulnerable,Plants
Zieria involucrata,,Vulnerable,Plants
Zieria murphyi,Velvet Zieria,Vulnerable,Plants
Zieria obovata,,Vulnerable,Plants
Zieria rimulosa,,Vulnerable,Plants
Zieria tuberculata,Warty Zieria,Vulnerable,Plants
Zieria verrucosa,,Vulnerable,Plants
